"person","place","date","dbin","dbout"
"http://dbpedia.org/resource/Jean_Boese","http://dbpedia.org/resource/Alexandria","_Louisiana","2004-04-07","9","90"
"http://dbpedia.org/resource/Jeff_Modesitt","http://dbpedia.org/resource/Atlanta","1990-08-03","4","60"
"http://dbpedia.org/resource/Len_G._Broughton","http://dbpedia.org/resource/Atlanta","1936-02-22","3","86"
"http://dbpedia.org/resource/M'hamed_Benguettaf","http://dbpedia.org/resource/Algiers","2014-01-05","-1","-1"
"http://dbpedia.org/resource/Roy_R._Rubottom","_Jr.","http://dbpedia.org/resource/Austin","_Texas","2010-12-06","25","101"
"http://dbpedia.org/resource/William_Hayes_Pope","http://dbpedia.org/resource/Atlanta","1916-09-13","4","66"
"http://dbpedia.org/resource/Alice_Littlefield","http://dbpedia.org/resource/Austin","_Texas","1935-01-09","-1","-1"
"http://dbpedia.org/resource/Billy_O'Brien","http://dbpedia.org/resource/Kansas_City","_Missouri","1911-05-26","26","110"
"http://dbpedia.org/resource/Frank_B._McDonald","http://dbpedia.org/resource/Ann_Arbor","_Michigan","2012-08-31","11","71"
"http://dbpedia.org/resource/Lena_Guerrero","http://dbpedia.org/resource/Austin","_Texas","2008-04-24","17","153"
"http://dbpedia.org/resource/Randy_Pendleton","http://dbpedia.org/resource/Austin","_Texas","2009-10-04","11","104"
"http://dbpedia.org/resource/Loren_Fletcher","http://dbpedia.org/resource/Atlanta","1919-04-15","30","77"
"http://dbpedia.org/resource/Thomas_M._Cooley","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1898-09-12","41","114"
"http://dbpedia.org/resource/Eugie_Foster","http://dbpedia.org/resource/Atlanta","2014-09-27","16","79"
"http://dbpedia.org/resource/Ahmed_Mohiuddin","http://dbpedia.org/resource/Atlanta","1998-01-04","8","87"
"http://dbpedia.org/resource/Donald_R._Deskins","_Jr.","http://dbpedia.org/resource/Ann_Arbor","_Michigan","2013-02-26","-1","-1"
"http://dbpedia.org/resource/Hadj_Bouchiba","http://dbpedia.org/resource/Algiers","1957-01-05","-1","-1"
"http://dbpedia.org/resource/Josephine_Silone_Yates","http://dbpedia.org/resource/Kansas_City","_Missouri","1912-09-03","-1","-1"
"http://dbpedia.org/resource/Ren_Deagle","http://dbpedia.org/resource/Kansas_City","_Missouri","1936-12-24","6","52"
"http://dbpedia.org/resource/Ronald_Freedman","http://dbpedia.org/resource/Ann_Arbor","_Michigan","2007-11-21","4","41"
"http://dbpedia.org/resource/D._R._Shackleton_Bailey","http://dbpedia.org/resource/Ann_Arbor","_Michigan","2005-11-28","20","53"
"http://dbpedia.org/resource/Friedrich_Kessler","http://dbpedia.org/resource/Berkeley","_California","1998-01-21","9","65"
"http://dbpedia.org/resource/Kamel_Messaoudi","http://dbpedia.org/resource/Algiers","1998-12-10","4","21"
"http://dbpedia.org/resource/Mohammed_Racim","http://dbpedia.org/resource/Algiers","1975-03-30","6","48"
"http://dbpedia.org/resource/Billy_Lee_Brammer","http://dbpedia.org/resource/Austin","_Texas","1978-02-11","11","61"
"http://dbpedia.org/resource/Buddy_Moss__","_Buddy__1","http://dbpedia.org/resource/Atlanta","1984-10-19","-1","-1"
"http://dbpedia.org/resource/Don_Songer","http://dbpedia.org/resource/Kansas_City","_Missouri","1962-10-03","12","53"
"http://dbpedia.org/resource/Luther_Harvel","http://dbpedia.org/resource/Kansas_City","_Missouri","1986-04-10","12","15"
"http://dbpedia.org/resource/Morgan_W._Walker","_Sr.","http://dbpedia.org/resource/Alexandria","_Louisiana","1983-02-20","13","141"
"http://dbpedia.org/resource/Sidney_Catlin_Partridge","http://dbpedia.org/resource/Kansas_City","_Missouri","1930-06-22","8","23"
"http://dbpedia.org/resource/William_Henry_Huddle","http://dbpedia.org/resource/Austin","_Texas","1892-03-23","-1","-1"
"http://dbpedia.org/resource/David_Theophilus_Stafford","http://dbpedia.org/resource/Alexandria","_Louisiana","1926-01-18","-1","-1"
"http://dbpedia.org/resource/Krimo_Rebih","http://dbpedia.org/resource/Algiers","2012-10-06","-1","-1"
"http://dbpedia.org/resource/David_Tritton","http://dbpedia.org/resource/Austin","_Texas","1998-04-24","-1","-1"
"http://dbpedia.org/resource/Rooster_Andrews","http://dbpedia.org/resource/Austin","_Texas","2008-01-21","-1","-1"
"http://dbpedia.org/resource/Ralph_E._Truman","http://dbpedia.org/resource/Kansas_City","_Missouri","1962-04-30","-1","-1"
"http://dbpedia.org/resource/Cyrus_Olney","http://dbpedia.org/resource/Astoria","_Oregon","1870-12-12","12","48"
"http://dbpedia.org/resource/Roscoe_Sarles","http://dbpedia.org/resource/Kansas_City","_Missouri","1922-09-17","13","46"
"http://dbpedia.org/resource/Vernon_Forrest","http://dbpedia.org/resource/Atlanta","2009-07-25","59","131"
"http://dbpedia.org/resource/Adrian_Kantrowitz","http://dbpedia.org/resource/Ann_Arbor","_Michigan","2008-11-14","20","96"
"http://dbpedia.org/resource/Hub_Bechtol","http://dbpedia.org/resource/Austin","_Texas","2004-10-22","19","45"
"http://dbpedia.org/resource/Mac_Dre","http://dbpedia.org/resource/Kansas_City","_Missouri","2004-11-01","315","144"
"http://dbpedia.org/resource/Martin_Luther_King","_Sr.","http://dbpedia.org/resource/Atlanta","1984-11-11","60","110"
"http://dbpedia.org/resource/Sam_Houston_Clinton","http://dbpedia.org/resource/Austin","_Texas","2004-10-05","7","52"
"http://dbpedia.org/resource/Bibb_Falk","http://dbpedia.org/resource/Austin","_Texas","1989-06-08","54","65"
"http://dbpedia.org/resource/Corra_May_Harris","http://dbpedia.org/resource/Atlanta","1935-02-07","13","23"
"http://dbpedia.org/resource/Abdelhamid_Mehri","http://dbpedia.org/resource/Algiers","2012-01-30","7","56"
"http://dbpedia.org/resource/Doug_Wycoff","http://dbpedia.org/resource/Atlanta","1981-10-27","23","66"
"http://dbpedia.org/resource/Edward_C._Tolman","http://dbpedia.org/resource/Berkeley","_California","1959-11-19","53","67"
"http://dbpedia.org/resource/Henry_Fonde","http://dbpedia.org/resource/Ann_Arbor","_Michigan","2009-05-03","17","42"
"http://dbpedia.org/resource/James_M._Goggin","http://dbpedia.org/resource/Austin","_Texas","1889-10-10","6","65"
"http://dbpedia.org/resource/Samuel_Steward","http://dbpedia.org/resource/Berkeley","_California","1993-12-31","23","114"
"http://dbpedia.org/resource/Dave_Harris_(baseball)","http://dbpedia.org/resource/Atlanta","1973-09-18","21","43"
"http://dbpedia.org/resource/Dorothy_Nyswander","http://dbpedia.org/resource/Berkeley","_California","1998-12-18","14","44"
"http://dbpedia.org/resource/Jacob_Kuechler","http://dbpedia.org/resource/Austin","_Texas","1893-04-04","14","89"
"http://dbpedia.org/resource/Jim_Novy","http://dbpedia.org/resource/Austin","_Texas","1971-05-31","2","62"
"http://dbpedia.org/resource/John_R._Gunn","http://dbpedia.org/resource/Atlanta","1956-11-15","2","103"
"http://dbpedia.org/resource/Kazimierz_Fajans","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1975-05-18","30","92"
"http://dbpedia.org/resource/Kid_Nichols","http://dbpedia.org/resource/Kansas_City","_Missouri","1953-04-11","99","108"
"http://dbpedia.org/resource/O'Neil_Bell","http://dbpedia.org/resource/Atlanta","2015-11-25","36","92"
"http://dbpedia.org/resource/Yuri_Kochiyama","http://dbpedia.org/resource/Berkeley","_California","2014-06-01","21","59"
"http://dbpedia.org/resource/Ferhat_Abbas","http://dbpedia.org/resource/Algiers","1985-12-24","61","74"
"http://dbpedia.org/resource/Florian_Cajori","http://dbpedia.org/resource/Berkeley","_California","1930-08-14","44","42"
"http://dbpedia.org/resource/Francis_Lubbock","http://dbpedia.org/resource/Austin","_Texas","1905-06-22","44","86"
"http://dbpedia.org/resource/Robert_Grant_Aitken","http://dbpedia.org/resource/Berkeley","_California","1951-10-29","29","70"
"http://dbpedia.org/resource/Benjamin_W._Fortson","_Jr.","http://dbpedia.org/resource/Atlanta","1979","13","41"
"http://dbpedia.org/resource/Benjamin_W._Fortson","_Jr.","http://dbpedia.org/resource/Atlanta","1979-05-19","13","41"
"http://dbpedia.org/resource/Bobby_Doyle_(jazz_vocalist)","http://dbpedia.org/resource/Austin","_Texas","2006-07-30","4","53"
"http://dbpedia.org/resource/Ed_Jenkins_(U.S._politician)","http://dbpedia.org/resource/Atlanta","2012-01-01","41","35"
"http://dbpedia.org/resource/Franciszek_Januszewski","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1953-06-10","-1","-1"
"http://dbpedia.org/resource/Joe_Bowman","http://dbpedia.org/resource/Kansas_City","_Missouri","1990-11-22","28","71"
"http://dbpedia.org/resource/Marie_Woolfolk_Taylor","http://dbpedia.org/resource/Atlanta","1960-10-21","4","65"
"http://dbpedia.org/resource/Paul_John_Hallinan","http://dbpedia.org/resource/Atlanta","1968-03-27","20","151"
"http://dbpedia.org/resource/Roy_Sanders_(National_League_pitcher)","http://dbpedia.org/resource/Kansas_City","_Missouri","1950-01-17","10","56"
"http://dbpedia.org/resource/Tetyana_Kardynalovska","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1993-06-27","2","50"
"http://dbpedia.org/resource/Frank_Lebby_Stanton","http://dbpedia.org/resource/Atlanta","1922-02-27","59","146"
"http://dbpedia.org/resource/Frank_Lebby_Stanton","http://dbpedia.org/resource/Atlanta","1927-01-07","59","146"
"http://dbpedia.org/resource/Lula_Wardlow","http://dbpedia.org/resource/Austin","_Texas","1970-08-01","10","77"
"http://dbpedia.org/resource/Robert_Hayden","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1980-02-25","61","97"
"http://dbpedia.org/resource/Scott_Perry_(baseball)","http://dbpedia.org/resource/Kansas_City","_Missouri","1959-10-27","19","42"
"http://dbpedia.org/resource/Stephen_Farrell_(track_and_field)","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1933-10-17","19","70"
"http://dbpedia.org/resource/Booker_McDaniels","http://dbpedia.org/resource/Kansas_City","_Missouri","1974-12-12","5","31"
"http://dbpedia.org/resource/Charles_L._Weltner","http://dbpedia.org/resource/Atlanta","1992-08-31","28","97"
"http://dbpedia.org/resource/Hal_Schwenk","http://dbpedia.org/resource/Kansas_City","_Missouri","1955-09-03","5","37"
"http://dbpedia.org/resource/Hal_Schwenk","http://dbpedia.org/resource/Kansas_City","_Missouri","1955-09-04","5","37"
"http://dbpedia.org/resource/Joe_Vetrano","http://dbpedia.org/resource/Berkeley","_California","1995-05-10","-1","-1"
"http://dbpedia.org/resource/Joseph_Peterson_(psychologist)","http://dbpedia.org/resource/Berkeley","_California","1935-09-20","-1","-1"
"http://dbpedia.org/resource/Kow_Nkensen_Arkaah","http://dbpedia.org/resource/Atlanta","2001-04-25","20","83"
"http://dbpedia.org/resource/Lamberto_Cesari","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1990-03-12","14","108"
"http://dbpedia.org/resource/Murray_Barnson_Emeneau","http://dbpedia.org/resource/Berkeley","_California","2005-08-29","35","93"
"http://dbpedia.org/resource/Terry_Gilkyson","http://dbpedia.org/resource/Austin","_Texas","1999-10-15","96","82"
"http://dbpedia.org/resource/William_Lindsay_Scruggs","http://dbpedia.org/resource/Atlanta","1912-07-18","19","100"
"http://dbpedia.org/resource/Thomas_Theodore_Crittenden","http://dbpedia.org/resource/Kansas_City","_Missouri","1909-05-29","46","94"
"http://dbpedia.org/resource/Fernand_Desprès","http://dbpedia.org/resource/Algiers","1949-02-14","-1","-1"
"http://dbpedia.org/resource/Will_Wilson","http://dbpedia.org/resource/Austin","_Texas","2005-12-14","25","196"
"http://dbpedia.org/resource/Marjorie_Weaver","http://dbpedia.org/resource/Austin","_Texas","1994-10-01","25","60"
"http://dbpedia.org/resource/William_Harding_Mayes","http://dbpedia.org/resource/Austin","_Texas","1939","9","68"
"http://dbpedia.org/resource/William_Harding_Mayes","http://dbpedia.org/resource/Austin","_Texas","1939-06-26","9","68"
"http://dbpedia.org/resource/Eero_Saarinen","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1961-09-01","290","200"
"http://dbpedia.org/resource/Marion_Zimmer_Bradley","http://dbpedia.org/resource/Berkeley","_California","1999-09-25","322","198"
"http://dbpedia.org/resource/Alfred_Tarski","http://dbpedia.org/resource/Berkeley","_California","1983-10-26","255","313"
"http://dbpedia.org/resource/Margaret_Singer","http://dbpedia.org/resource/Berkeley","_California","2003-11-23","50","150"
"http://dbpedia.org/resource/Ty_Cobb","http://dbpedia.org/resource/Atlanta","1961-07-17","636","383"
"http://dbpedia.org/resource/James_Mitchell_Ashley","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1896-09-16","55","82"
"http://dbpedia.org/resource/Joseph_Granville","http://dbpedia.org/resource/Kansas_City","_Missouri","2013-09-07","8","20"
"http://dbpedia.org/resource/Anna_Seward_Pruitt","http://dbpedia.org/resource/Atlanta","1948-06-20","17","55"
"http://dbpedia.org/resource/Bob_Armstrong_(politician)","http://dbpedia.org/resource/Austin","_Texas","2015-03-01","-1","-1"
"http://dbpedia.org/resource/Dennis_Moran_(computer_criminal)","http://dbpedia.org/resource/Berkeley","_California","2013-04-14","7","49"
"http://dbpedia.org/resource/Dennis_Moran_(computer_criminal)","http://dbpedia.org/resource/Berkeley","_California","2013-04-15","7","49"
"http://dbpedia.org/resource/Dudley_G._Wooten","http://dbpedia.org/resource/Austin","_Texas","1929-02-07","15","74"
"http://dbpedia.org/resource/Gregg_Burge","http://dbpedia.org/resource/Atlanta","1998-07-04","18","56"
"http://dbpedia.org/resource/J._J._Pickle","http://dbpedia.org/resource/Austin","_Texas","2005-06-18","73","83"
"http://dbpedia.org/resource/Kathryn_Johnston_shooting","http://dbpedia.org/resource/Atlanta","2006-11-21","16","69"
"http://dbpedia.org/resource/Lilias_Trotter","http://dbpedia.org/resource/Algiers","1928-08-28","13","38"
"http://dbpedia.org/resource/Red_Strader","http://dbpedia.org/resource/Berkeley","_California","1956-05-26","29","51"
"http://dbpedia.org/resource/Richard_A._Waterfield","http://dbpedia.org/resource/Austin","_Texas","2007-02-26","10","81"
"http://dbpedia.org/resource/Sawyer_Sweeten","http://dbpedia.org/resource/Austin","_Texas","2015-04-23","-1","-1"
"http://dbpedia.org/resource/William_Allee","http://dbpedia.org/resource/Kansas_City","_Missouri","1916-10-09","-1","-1"
"http://dbpedia.org/resource/William_Stewart_Simkins","http://dbpedia.org/resource/Austin","_Texas","1929-02-27","10","88"
"http://dbpedia.org/resource/Harold_Muller","http://dbpedia.org/resource/Berkeley","_California","1962-05-17","34","92"
"http://dbpedia.org/resource/Sam_Nahem","http://dbpedia.org/resource/Berkeley","_California","2004-04-19","14","46"
"http://dbpedia.org/resource/Alvan_Cullom_Gillem","_Jr.","http://dbpedia.org/resource/Atlanta","1973-02-13","24","97"
"http://dbpedia.org/resource/Harley_Flanders","http://dbpedia.org/resource/Ann_Arbor","_Michigan","2013-07-26","10","56"
"http://dbpedia.org/resource/Bud_Connolly","http://dbpedia.org/resource/Berkeley","_California","1964-06-12","6","33"
"http://dbpedia.org/resource/Art_Loudell","http://dbpedia.org/resource/Kansas_City","_Missouri","1961-02-19","4","34"
"http://dbpedia.org/resource/D._Brook_Bartlett","http://dbpedia.org/resource/Kansas_City","_Missouri","2000-01-21","8","33"
"http://dbpedia.org/resource/George_A._May","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1948-03-28","-1","-1"
"http://dbpedia.org/resource/Morgan_Blake","http://dbpedia.org/resource/Atlanta","1953-07-26","-1","-1"
"http://dbpedia.org/resource/Cecil_B._Day","http://dbpedia.org/resource/Atlanta","1978-12-15","9","44"
"http://dbpedia.org/resource/Ali_Tounsi","http://dbpedia.org/resource/Algiers","2010-02-25","3","21"
"http://dbpedia.org/resource/Anna_Gréki","http://dbpedia.org/resource/Algiers","1966-01-06","-1","-1"
"http://dbpedia.org/resource/Saad_Dahlab","http://dbpedia.org/resource/Algiers","2000-11-16","6","55"
"http://dbpedia.org/resource/Salah_Rais","http://dbpedia.org/resource/Algiers","1568","-1","-1"
"http://dbpedia.org/resource/Ernest_Manheim","http://dbpedia.org/resource/Kansas_City","_Missouri","2002-07-28","5","111"
"http://dbpedia.org/resource/Benjamin_F._Hubert","http://dbpedia.org/resource/Atlanta","1958-04-29","7","29"
"http://dbpedia.org/resource/Benjamin_Bucknall","http://dbpedia.org/resource/Algiers","1895-11-16","12","79"
"http://dbpedia.org/resource/Monroe_Mark_Friedman","http://dbpedia.org/resource/Berkeley","_California","1978-11-12","5","41"
"http://dbpedia.org/resource/Chester_A._Arnold","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1977-11-19","11","51"
"http://dbpedia.org/resource/Edgar_J._Lesher","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1998-05-19","7","67"
"http://dbpedia.org/resource/Joe_Bean","http://dbpedia.org/resource/Atlanta","1961-02-15","8","56"
"http://dbpedia.org/resource/Lloyd_George_Teekell","http://dbpedia.org/resource/Alexandria","_Louisiana","1996-10-09","-1","-1"
"http://dbpedia.org/resource/Henry_Simmons_Frieze","http://dbpedia.org/resource/Ann_Arbor","_Michigan","1889-12-07","12","62"
"http://dbpedia.org/resource/James_Gillett","http://dbpedia.org/resource/Berkeley","_California","1937-04-20","49","117"
"http://dbpedia.org/resource/John_Howland_Rowe","http://dbpedia.org/resource/Berkeley","_California","2004-05-01","9","39"
"http://dbpedia.org/resource/Jovan_Belcher","http://dbpedia.org/resource/Kansas_City","_Missouri","2012-12-01","33","138"
"http://dbpedia.org/resource/Lou_Moore","http://dbpedia.org/resource/Atlanta","1956-03-25","38","51"
"http://dbpedia.org/resource/Raymond_Parks_(auto_racing)","http://dbpedia.org/resource/Atlanta","2010-06-20","24","52"
"http://dbpedia.org/resource/Ron_Loewinsohn","http://dbpedia.org/resource/Berkeley","_California","2014-10-14","10","22"
"http://dbpedia.org/resource/Slim_Richey","http://dbpedia.org/resource/Austin","_Texas","2015-05-31","-1","-1"
"http://dbpedia.org/resource/J._L._Wilkinson","http://dbpedia.org/resource/Kansas_City","_Missouri","1964-08-21","35","48"
"http://dbpedia.org/resource/Jesse_M._Donaldson","http://dbpedia.org/resource/Kansas_City","_Missouri","1970-03-25","18","55"
