"person","timePeriod","office","from","to","dbin","dbout"
"http://dbpedia.org/resource/Rosario_Fernández","http://dbpedia.org/resource/Rosario_Fernández__1","Prime Minister of Peru","2011-03-19","2011-07-28","26","55"
"http://dbpedia.org/resource/Serge_Vohor","http://dbpedia.org/resource/Serge_Vohor__1","Prime Minister of Vanuatu","2011-04-24","2011-05-13","76","72"
"http://dbpedia.org/resource/Lobsang_Tenzin","http://dbpedia.org/resource/Lobsang_Tenzin__1","Prime Minister of the Central Tibetan Administration","2001-09-05","2011-08-08","21","60"
"http://dbpedia.org/resource/Michael_Somare","http://dbpedia.org/resource/Michael_Somare__1","Prime Minister of Papua New Guinea","2011-01-17","2011-04-04","191","175"
"http://dbpedia.org/resource/Mohamed_Abdullahi_Mohamed","http://dbpedia.org/resource/Mohamed_Abdullahi_Mohamed__1","Prime Minister of Somalia","2010-10-31","2011-06-19","-1","-1"
"http://dbpedia.org/resource/Gilbert_Aké","http://dbpedia.org/resource/Gilbert_Aké__1","Prime Minister of the Ivory Coast","2010-12-06","2011-04-11","15","27"
"http://dbpedia.org/resource/Mari_Kiviniemi","http://dbpedia.org/resource/Mari_Kiviniemi__1","Prime Minister of Finland","2010-06-22","2011-06-22","63","65"
"http://dbpedia.org/resource/Vasyl_Dzharty","http://dbpedia.org/resource/Vasyl_Dzharty__3","Prime Minister of Crimea","2010-03-17","2011-08-17","12","67"
"http://dbpedia.org/resource/Danny_Philip","http://dbpedia.org/resource/Danny_Philip__1","Prime Minister of Solomon Islands","2010-08-25","2011-11-16","102","68"
"http://dbpedia.org/resource/Guillaume_Soro","http://dbpedia.org/resource/Guillaume_Soro__1","Prime Minister of the Ivory Coast","2007-04-04","2012-03-13","78","71"
"http://dbpedia.org/resource/Adolphe_Muzito","http://dbpedia.org/resource/Adolphe_Muzito__1","Prime Minister of Congo-Kinshasa","2008-10-10","2012-03-06","32","48"
"http://dbpedia.org/resource/José_Luis_Rodríguez_Zapatero","http://dbpedia.org/resource/José_Luis_Rodríguez_Zapatero__1","Prime Minister of Spain","2004-04-16","2011-12-21","455","302"
"http://dbpedia.org/resource/Bernard_Makuza","http://dbpedia.org/resource/Bernard_Makuza__1","Prime Minister of Rwanda","2000-03-08","2011-10-07","32","54"
"http://dbpedia.org/resource/George_Papandreou","http://dbpedia.org/resource/George_Papandreou__2","Prime Minister of Greece","2009-10-06","2011-11-11","294","261"
"http://dbpedia.org/resource/Carlos_Gomes_Júnior","http://dbpedia.org/resource/Carlos_Gomes_Júnior__1","Prime Minister of Guinea-Bissau","2009-01-02","2012-02-10","72","65"
"http://dbpedia.org/resource/Ali_Muhammad_Mujawar","http://dbpedia.org/resource/Ali_Muhammad_Mujawar__1","Prime Minister of Yemen","2007-04-07","2011-12-10","48","53"
"http://dbpedia.org/resource/Beji_Caid_Essebsi","http://dbpedia.org/resource/Beji_Caid_Essebsi__2","Prime Minister of Tunisia","2011-02-27","2011-12-24","-1","-1"
"http://dbpedia.org/resource/Essam_Sharaf","http://dbpedia.org/resource/Essam_Sharaf__1","Prime Minister of Egypt","2011-03-03","2011-12-07","84","98"
"http://dbpedia.org/resource/Mahmoud_Jibril","http://dbpedia.org/resource/Mahmoud_Jibril__2","Prime Minister of Libya","2011-03-05","2011-10-23","78","116"
"http://dbpedia.org/resource/Sergei_Shamba","http://dbpedia.org/resource/Sergei_Shamba__2","Prime Minister of Abkhazia","2010-02-13","2011-09-27","78","87"
"http://dbpedia.org/resource/Yves_Leterme","http://dbpedia.org/resource/Yves_Leterme__1","Prime Minister of Belgium","2009-11-25","2011-12-06","142","172"
"http://dbpedia.org/resource/Marouf_al-Bakhit","http://dbpedia.org/resource/Marouf_al-Bakhit__1","Prime Minister of Jordan","2011-02-09","2011-10-24","47","84"
"http://dbpedia.org/resource/Almazbek_Atambayev","http://dbpedia.org/resource/Almazbek_Atambayev__2","Prime Minister of Kyrgyzstan","2011-11-14","2011-12-01","92","76"
"http://dbpedia.org/resource/Emil_Boc","http://dbpedia.org/resource/Emil_Boc__3","Prime Minister of Romania","2008-12-22","2012-02-06","136","78"
"http://dbpedia.org/resource/Nasser_Al-Sabah","http://dbpedia.org/resource/Nasser_Al-Sabah__1","Prime Minister of Kuwait","2006-02-07","2011-11-28","-1","-1"
"http://dbpedia.org/resource/Nikola_Špirić","http://dbpedia.org/resource/Nikola_Špirić__1","Prime Minister of Bosnia and Herzegovina","2007-01-11","2012-01-12","46","64"
"http://dbpedia.org/resource/Stephenson_King","http://dbpedia.org/resource/Stephenson_King__1","Prime Minister of Saint Lucia","2007-05-01","2011-11-30","43","47"
"http://dbpedia.org/resource/Paul_Biyoghé_Mba","http://dbpedia.org/resource/Paul_Biyoghé_Mba__1","Prime Minister of Gabon","2009-07-17","2012-02-27","30","76"
"http://dbpedia.org/resource/Albert_Camille_Vital","http://dbpedia.org/resource/Albert_Camille_Vital__1","Prime Minister of Madagascar","2009-12-20","2011-11-02","13","41"
"http://dbpedia.org/resource/Salomón_Lerner_Ghitis","http://dbpedia.org/resource/Salomón_Lerner_Ghitis__1","Prime Minister of Peru","2011-07-28","2011-12-10","24","50"
"http://dbpedia.org/resource/François_Fillon","http://dbpedia.org/resource/François_Fillon__1","Prime Minister of France","2007-05-17","2012-05-16","248","193"
"http://dbpedia.org/resource/Iveta_Radičová","http://dbpedia.org/resource/Iveta_Radičová__1","Prime Minister of Slovakia","2010-07-08","2012-04-04","64","90"
"http://dbpedia.org/resource/Ignacio_Milam_Tang","http://dbpedia.org/resource/Ignacio_Milam_Tang__2","Prime Minister of Equatorial Guinea","2008-07-08","2012-05-21","18","34"
"http://dbpedia.org/resource/Gilbert_Houngbo","http://dbpedia.org/resource/Gilbert_Houngbo__1","Prime Minister of Togo","2008-09-08","2012-07-23","27","44"
"http://dbpedia.org/resource/Nika_Gilauri","http://dbpedia.org/resource/Nika_Gilauri__1","Prime Minister of Georgia","2009-02-06","2012-07-04","45","101"
"http://dbpedia.org/resource/Ahmed_Ouyahia","http://dbpedia.org/resource/Ahmed_Ouyahia__1","Prime Minister of Algeria","2008-06-23","2012-09-03","78","93"
"http://dbpedia.org/resource/Kamal_Ganzouri","http://dbpedia.org/resource/Kamal_Ganzouri__1","Prime Minister of Egypt","2011-12-07","2012-07-24","81","76"
"http://dbpedia.org/resource/Meles_Zenawi","http://dbpedia.org/resource/Meles_Zenawi__1","Prime Minister of Ethiopia","1995-08-23","2012-08-20","194","230"
"http://dbpedia.org/resource/Hubert_Ingraham","http://dbpedia.org/resource/Hubert_Ingraham__1","Prime Minister of the Bahamas","2007-05-04","2012-05-08","87","69"
"http://dbpedia.org/resource/Mihai_Răzvan_Ungureanu","http://dbpedia.org/resource/Mihai_Răzvan_Ungureanu__1","Prime Minister of Romania","2012-02-09","2012-05-07","94","130"
"http://dbpedia.org/resource/Adel_Safar","http://dbpedia.org/resource/Adel_Safar__1","Prime Minister of Syria","2011-04-14","2012-06-23","100","70"
"http://dbpedia.org/resource/Cissé_Mariam_Kaïdama_Sidibé","http://dbpedia.org/resource/Cissé_Mariam_Kaïdama_Sidibé__1","Prime Minister of Mali","2011-04-03","2012-03-22","22","51"
"http://dbpedia.org/resource/Awn_Shawkat_Al-Khasawneh","http://dbpedia.org/resource/Awn_Shawkat_Al-Khasawneh__1","Prime Minister of Jordan","2011-10-24","2012-05-02","58","78"
"http://dbpedia.org/resource/Lucas_Papademos","http://dbpedia.org/resource/Lucas_Papademos__1","Prime Minister of Greece","2011-11-11","2012-05-16","97","122"
"http://dbpedia.org/resource/Sükhbaataryn_Batbold","http://dbpedia.org/resource/Sükhbaataryn_Batbold__1","Prime Minister of Mongolia","2009-10-29","2012-08-10","46","65"
"http://dbpedia.org/resource/Gerrit_Schotte","http://dbpedia.org/resource/Gerrit_Schotte__1","Prime Minister of Curacao","2010-10-10","2012-09-29","16","41"
"http://dbpedia.org/resource/Riyad_Farid_Hijab","http://dbpedia.org/resource/Riyad_Farid_Hijab__1","Prime Minister of Syria","2012-06-23","2012-08-06","71","79"
"http://dbpedia.org/resource/Vladimir_Putin","http://dbpedia.org/resource/Vladimir_Putin__2","Prime Minister of Russia","2008-05-08","2012-05-07","2050","960"
"http://dbpedia.org/resource/Vadim_Brovtsev","http://dbpedia.org/resource/Vadim_Brovtsev__1","Prime Minister of South Ossetia","2009-08-05","2012-04-26","28","53"
"http://dbpedia.org/resource/Souleymane_Ndéné_Ndiaye","http://dbpedia.org/resource/Souleymane_Ndéné_Ndiaye__1","Prime Minister of Senegal","2009-04-30","2012-04-05","23","46"
"http://dbpedia.org/resource/Oscar_Valdés","http://dbpedia.org/resource/Oscar_Valdés__1","Prime Minister of Peru","2011-12-11","2012-07-23","20","48"
"http://dbpedia.org/resource/Panagiotis_Pikrammenos","http://dbpedia.org/resource/Panagiotis_Pikrammenos__1","Prime Minister of Greece","2012-05-16","2012-06-20","36","62"
"http://dbpedia.org/resource/Andrius_Kubilius","http://dbpedia.org/resource/Andrius_Kubilius__1","Prime Minister of Lithuania","2008-12-09","2012-12-13","81","57"
"http://dbpedia.org/resource/Vano_Merabishvili","http://dbpedia.org/resource/Vano_Merabishvili__1","Prime Minister of Georgia","2012-07-04","2012-10-25","60","88"
"http://dbpedia.org/resource/Yoshihiko_Noda","http://dbpedia.org/resource/Yoshihiko_Noda__1","Prime Minister of Japan","2011-09-02","2012-12-26","210","120"
"http://dbpedia.org/resource/Fayez_Tarawneh","http://dbpedia.org/resource/Fayez_Tarawneh__1","Prime Minister of Jordan","2012-05-02","2012-10-11","42","68"
"http://dbpedia.org/resource/Igor_Lukšić","http://dbpedia.org/resource/Igor_Lukšić__2","Prime Minister of Montenegro","2010-12-29","2012-12-04","45","102"
"http://dbpedia.org/resource/Abdiweli_Mohamed_Ali","http://dbpedia.org/resource/Abdiweli_Mohamed_Ali__2","Prime Minister of Somalia","2011-06-19","2012-10-17","69","130"
"http://dbpedia.org/resource/Aires_Ali","http://dbpedia.org/resource/Aires_Ali__1","Prime Minister of Mozambique","2010-01-16","2012-10-08","14","23"
"http://dbpedia.org/resource/Abdurrahim_El-Keib","http://dbpedia.org/resource/Abdurrahim_El-Keib__1","Prime Minister of Libya","2011-11-24","2012-11-14","96","102"
"http://dbpedia.org/resource/Jeannot_Ahoussou-Kouadio","http://dbpedia.org/resource/Jeannot_Ahoussou-Kouadio__1","Prime Minister of the Ivory Coast","2012-03-13","2012-11-21","14","42"
"http://dbpedia.org/resource/Faustin-Archange_Touadéra","http://dbpedia.org/resource/Faustin-Archange_Touadéra__1","Prime Minister of the Central African Republic","2008-01-22","2013-01-17","33","57"
"http://dbpedia.org/resource/Tillman_Thomas","http://dbpedia.org/resource/Tillman_Thomas__1","Prime Minister of Grenada","2008-07-09","2013-02-20","65","52"
"http://dbpedia.org/resource/Dileita_Mohamed_Dileita","http://dbpedia.org/resource/Dileita_Mohamed_Dileita__2","Prime Minister of Djibouti","2001-03-07","2013-04-01","38","66"
"http://dbpedia.org/resource/Jigme_Thinley","http://dbpedia.org/resource/Jigme_Thinley__1","Prime Minister of Bhutan","2008-04-09","2013-04-28","95","71"
"http://dbpedia.org/resource/Emmanuel_Nadingar","http://dbpedia.org/resource/Emmanuel_Nadingar__1","Prime Minister of Chad","2010-03-05","2013-01-21","12","34"
"http://dbpedia.org/resource/Klaus_Tschütscher","http://dbpedia.org/resource/Klaus_Tschütscher__1","Prime Minister of Liechtenstein","2009-03-25","2013-03-27","25","43"
"http://dbpedia.org/resource/David_McAllister","http://dbpedia.org/resource/David_McAllister__1","Prime Minister of Lower Saxony","2010-07-01","2013-02-19","35","74"
"http://dbpedia.org/resource/Raila_Odinga","http://dbpedia.org/resource/Raila_Odinga__1","Prime Minister of Kenya","2008-04-17","2013-04-09","214","202"
"http://dbpedia.org/resource/Kim_Hwang-sik","http://dbpedia.org/resource/Kim_Hwang-sik__1","Prime Minister of South Korea","2010-10-01","2013-02-26","23","44"
"http://dbpedia.org/resource/Kuupik_Kleist","http://dbpedia.org/resource/Kuupik_Kleist__1","Prime Minister of Greenland","2009-06-12","2013-04-05","33","71"
"http://dbpedia.org/resource/Willy_Telavi","http://dbpedia.org/resource/Willy_Telavi__1","Prime Minister of Tuvalu","2010-12-24","2013-08-01","63","58"
"http://dbpedia.org/resource/Hamad_bin_Jassim_bin_Jaber_Al_Thani","http://dbpedia.org/resource/Hamad_bin_Jassim_bin_Jaber_Al_Thani__1","Prime Minister of Qatar","2007-04-03","2013-06-26","130","101"
"http://dbpedia.org/resource/İrsen_Küçük","http://dbpedia.org/resource/İrsen_Küçük__1","Prime Minister of Northern Cyprus","2010-05-17","2013-06-13","31","32"
"http://dbpedia.org/resource/Pascal_Koupaki","http://dbpedia.org/resource/Pascal_Koupaki__1","Prime Minister of Benin","2011-05-28","2013-08-11","15","34"
"http://dbpedia.org/resource/Pyotr_Stepanov","http://dbpedia.org/resource/Pyotr_Stepanov__1","Prime Minister of Transnistria","2012-01-18","2013-07-10","17","23"
"http://dbpedia.org/resource/Hesham_Qandil","http://dbpedia.org/resource/Hesham_Qandil__1","Prime Minister of Egypt","2012-07-24","2013-07-08","126","74"
"http://dbpedia.org/resource/Morgan_Tsvangirai","http://dbpedia.org/resource/Morgan_Tsvangirai__1","Prime Minister of Zimbabwe","2009-02-15","2013-09-11","334","182"
"http://dbpedia.org/resource/Abdoul_Mbaye","http://dbpedia.org/resource/Abdoul_Mbaye__1","Prime Minister of Senegal","2012-04-05","2013-09-01","26","50"
"http://dbpedia.org/resource/Sibel_Siber","http://dbpedia.org/resource/Sibel_Siber__2","Prime Minister of Northern Cyprus","2013-06-13","2013-09-02","-1","-1"
"http://dbpedia.org/resource/Nicolas_Tiangaye","http://dbpedia.org/resource/Nicolas_Tiangaye__1","Prime Minister of the Central African Republic","2013-01-17","2014-01-10","22","49"
"http://dbpedia.org/resource/Jean-Claude_Juncker","http://dbpedia.org/resource/Jean-Claude_Juncker__2","Prime Minister of Luxembourg","1995-01-20","2013-12-04","202","171"
"http://dbpedia.org/resource/Oqil_Oqilov","http://dbpedia.org/resource/Oqil_Oqilov__1","Prime Minister of Tajikistan","1999-12-20","2013-11-23","37","41"
"http://dbpedia.org/resource/Hamdija_Lipovača","http://dbpedia.org/resource/Hamdija_Lipovača__1","Prime Minister of theUna-Sana Canton","2011-02-01","2014-02-10","-1","-1"
"http://dbpedia.org/resource/Sead_Čaušević","http://dbpedia.org/resource/Sead_Čaušević__1","Prime Minister of theTuzla Canton","2011-02-11","2014-02-07","-1","-1"
"http://dbpedia.org/resource/Suad_Zeljković","http://dbpedia.org/resource/Suad_Zeljković__1","Prime Minister of theSarajevo Canton","2012-11-21","2014-02-08","-1","-1"
"http://dbpedia.org/resource/Valdis_Dombrovskis","http://dbpedia.org/resource/Valdis_Dombrovskis__2","Prime Minister of Latvia","2009-03-12","2014-01-22","130","84"
"http://dbpedia.org/resource/Andrus_Ansip","http://dbpedia.org/resource/Andrus_Ansip__2","Prime Minister of Estonia","2005-04-12","2014-03-26","128","103"
"http://dbpedia.org/resource/Najib_Mikati","http://dbpedia.org/resource/Najib_Mikati__1","Prime Minister of Lebanon","2011-06-13","2014-02-15","154","99"
"http://dbpedia.org/resource/Jean-Marc_Ayrault","http://dbpedia.org/resource/Jean-Marc_Ayrault__2","Prime Minister of France","2012-05-16","2014-04-01","130","90"
"http://dbpedia.org/resource/Tigran_Sargsyan","http://dbpedia.org/resource/Tigran_Sargsyan__3","Prime Minister of Armenia","2008-04-09","2014-04-03","45","51"
"http://dbpedia.org/resource/Raymond_Ndong_Sima","http://dbpedia.org/resource/Raymond_Ndong_Sima__1","Prime Minister of Gabon","2012-02-27","2014-01-27","18","46"
"http://dbpedia.org/resource/Ali_Laarayedh","http://dbpedia.org/resource/Ali_Laarayedh__1","Prime Minister of Tunisia","2013-03-14","2014-01-29","25","51"
"http://dbpedia.org/resource/Juan_Jiménez_Mayor","http://dbpedia.org/resource/Juan_Jiménez_Mayor__1","Prime Minister of Peru","2012-07-23","2013-10-31","22","38"
"http://dbpedia.org/resource/Munib_Husejnagić","http://dbpedia.org/resource/Munib_Husejnagić__1","Prime Minister of theZenica-Doboj Canton","2013-06-20","2014-02-07","-1","-1"
"http://dbpedia.org/resource/César_Villanueva","http://dbpedia.org/resource/César_Villanueva__1","Prime Minister of Peru","2013-10-31","2014-02-24","-1","-1"
"http://dbpedia.org/resource/Oumar_Tatam_Ly","http://dbpedia.org/resource/Oumar_Tatam_Ly__1","Prime Minister of Mali","2013-09-05","2014-04-05","-1","-1"
"http://dbpedia.org/resource/Omer_Beriziky","http://dbpedia.org/resource/Omer_Beriziky__1","Prime Minister of Madagascar","2011-11-02","2014-04-16","21","33"
"http://dbpedia.org/resource/Zhantoro_Satybaldiyev","http://dbpedia.org/resource/Zhantoro_Satybaldiyev__1","Prime Minister of Kyrgyzstan","2012-09-05","2014-03-25","20","37"
"http://dbpedia.org/resource/Abdi_Farah_Shirdon","http://dbpedia.org/resource/Abdi_Farah_Shirdon__1","Prime Minister of Somalia","2012-10-17","2013-12-21","52","63"
"http://dbpedia.org/resource/Ali_Zeidan","http://dbpedia.org/resource/Ali_Zeidan__1","Prime Minister of Libya","2012-11-14","2014-03-11","54","51"
"http://dbpedia.org/resource/Moulaye_Ould_Mohamed_Laghdaf","http://dbpedia.org/resource/Moulaye_Ould_Mohamed_Laghdaf__1","Prime Minister of Mauritania","2008-08-14","2014-08-20","33","42"
"http://dbpedia.org/resource/Recep_Tayyip_Erdoğan","http://dbpedia.org/resource/Recep_Tayyip_Erdoğan__2","Prime Minister of Turkey","2003-03-14","2014-08-28","605","365"
"http://dbpedia.org/resource/Baldwin_Spencer","http://dbpedia.org/resource/Baldwin_Spencer__1","Prime Minister of Antigua and Barbuda","2004-03-24","2014-06-13","93","43"
"http://dbpedia.org/resource/André_Nzapayeké","http://dbpedia.org/resource/André_Nzapayeké__1","Prime Minister of the Central African Republic","2014-01-25","2014-08-10","-1","-1"
"http://dbpedia.org/resource/Moana_Carcasses_Kalosil","http://dbpedia.org/resource/Moana_Carcasses_Kalosil__1","Prime Minister of Vanuatu","2013-03-23","2014-05-15","40","65"
"http://dbpedia.org/resource/Aminata_Touré","http://dbpedia.org/resource/Aminata_Touré__1","Prime Minister of Senegal","2013-09-03","2014-07-08","-1","-1"
"http://dbpedia.org/resource/Leonid_Lakerbaia","http://dbpedia.org/resource/Leonid_Lakerbaia__1","Prime Minister of Abkhazia","2011-09-27","2014-06-02","46","46"
"http://dbpedia.org/resource/Pierre_Habumuremyi","http://dbpedia.org/resource/Pierre_Habumuremyi__1","Prime Minister of Rwanda","2011-10-07","2014-07-24","22","45"
"http://dbpedia.org/resource/Ahmed_Maiteeq","http://dbpedia.org/resource/Ahmed_Maiteeq__1","Prime Minister of Libya","2014-05-25","2014-06-09","-1","-1"
"http://dbpedia.org/resource/René_Cornejo","http://dbpedia.org/resource/René_Cornejo__1","Prime Minister of Peru","2014-02-24","2014-07-22","-1","-1"
"http://dbpedia.org/resource/Amama_Mbabazi","http://dbpedia.org/resource/Amama_Mbabazi__1","Prime Minister of Uganda","2011-05-24","2014-09-18","32","94"
"http://dbpedia.org/resource/Donald_Tusk","http://dbpedia.org/resource/Donald_Tusk__2","Prime Minister of Poland","2007-11-16","2014-09-22","306","207"
"http://dbpedia.org/resource/Abdiweli_Sheikh_Ahmed","http://dbpedia.org/resource/Abdiweli_Sheikh_Ahmed__1","Prime Minister of Somalia","2013-12-21","2014-12-24","-1","-1"
"http://dbpedia.org/resource/Navin_Ramgoolam","http://dbpedia.org/resource/Navin_Ramgoolam__1","Prime Minister of Mauritius","2005-07-05","2014-12-17","169","117"
"http://dbpedia.org/resource/Gabriel_Costa","http://dbpedia.org/resource/Gabriel_Costa__1","Prime Minister of São Tomé and Príncipe","2012-12-12","2014-11-25","37","28"
"http://dbpedia.org/resource/Hashim_Thaçi","http://dbpedia.org/resource/Hashim_Thaçi__1","Prime Minister of Kosovo","2008-01-09","2014-12-09","161","131"
"http://dbpedia.org/resource/Norovyn_Altankhuyag","http://dbpedia.org/resource/Norovyn_Altankhuyag__1","Prime Minister of Mongolia","2012-08-10","2014-11-05","51","42"
"http://dbpedia.org/resource/Mikhail_Myasnikovich","http://dbpedia.org/resource/Mikhail_Myasnikovich__1","Prime Minister of Belarus","2010-12-28","2014-12-27","19","34"
"http://dbpedia.org/resource/Sialeʻataongo_Tuʻivakanō","http://dbpedia.org/resource/Sialeʻataongo_Tuʻivakanō__1","Prime Minister of Tonga","2010-12-22","2014-12-30","82","58"
"http://dbpedia.org/resource/Luc-Adolphe_Tiao","http://dbpedia.org/resource/Luc-Adolphe_Tiao__1","Prime Minister of Burkina Faso","2011-04-18","2014-10-30","20","44"
"http://dbpedia.org/resource/Laurent_Lamothe","http://dbpedia.org/resource/Laurent_Lamothe__1","Prime Minister of Haiti","2012-05-16","2014-12-14","30","46"
"http://dbpedia.org/resource/Mohammed_Basindawa","http://dbpedia.org/resource/Mohammed_Basindawa__1","Prime Minister of Yemen","2011-12-10","2014-11-09","36","42"
"http://dbpedia.org/resource/Denzil_Douglas","http://dbpedia.org/resource/Denzil_Douglas__1","Prime Minister of Saint Kitts and Nevis","1995-07-06","2015-02-18","84","66"
"http://dbpedia.org/resource/Mehdi_Jomaa","http://dbpedia.org/resource/Mehdi_Jomaa__1","Prime Minister of Tunisia","2014-01-29","2015-02-06","-1","-1"
"http://dbpedia.org/resource/Antonis_Samaras","http://dbpedia.org/resource/Antonis_Samaras__1","Prime Minister of Greece","2012-06-20","2015-01-26","124","166"
"http://dbpedia.org/resource/Hage_Geingob","http://dbpedia.org/resource/Hage_Geingob__2","Prime Minister of Namibia","2012-12-04","2015-03-20","78","134"
"http://dbpedia.org/resource/Tom_Thabane","http://dbpedia.org/resource/Tom_Thabane__1","Prime Minister of Lesotho","2014-09-03","2015-03-17","37","40"
"http://dbpedia.org/resource/Beslan_Butba","http://dbpedia.org/resource/Beslan_Butba__1","Prime Minister of Abkhazia","2014-09-29","2015-03-16","9","34"
"http://dbpedia.org/resource/Xanana_Gusmão","http://dbpedia.org/resource/Xanana_Gusmão__1","Prime Minister of East Timor","2007-08-08","2015-02-16","181","111"
"http://dbpedia.org/resource/D._M._Jayaratne","http://dbpedia.org/resource/D._M._Jayaratne__1","Prime Minister of Sri Lanka","2010-04-21","2015-01-09","61","83"
"http://dbpedia.org/resource/Alberto_Vaquina","http://dbpedia.org/resource/Alberto_Vaquina__1","Prime Minister of Mozambique","2012-10-08","2015-01-17","17","21"
"http://dbpedia.org/resource/Chung_Hong-won","http://dbpedia.org/resource/Chung_Hong-won__1","Prime Minister of South Korea","2013-02-26","2015-02-16","-1","-1"
"http://dbpedia.org/resource/Moussa_Mara","http://dbpedia.org/resource/Moussa_Mara__1","Prime Minister of Mali","2014-04-05","2015-01-09","-1","-1"
"http://dbpedia.org/resource/Roger_Kolo","http://dbpedia.org/resource/Roger_Kolo__1","Prime Minister of Madagascar","2014-04-16","2015-01-17","-1","-1"
"http://dbpedia.org/resource/Joe_Natuman","http://dbpedia.org/resource/Joe_Natuman__1","Prime Minister of Vanuatu","2014-05-15","2015-06-11","7","18"
"http://dbpedia.org/resource/Sam_Hinds","http://dbpedia.org/resource/Sam_Hinds__1","Prime Minister of Guyana","1999-08-11","2015-05-20","82","63"
"http://dbpedia.org/resource/Lee_Wan-koo","http://dbpedia.org/resource/Lee_Wan-koo__1","Prime Minister of South Korea","2015-02-17","2015-04-27","-1","-1"
"http://dbpedia.org/resource/Helle_Thorning-Schmidt","http://dbpedia.org/resource/Helle_Thorning-Schmidt__1","Prime Minister of Denmark","2011-10-03","2015-06-28","128","135"
"http://dbpedia.org/resource/Özkan_Yorgancıoğlu","http://dbpedia.org/resource/Özkan_Yorgancıoğlu__1","Prime Minister of Northern Cyprus","2013-09-02","2015-07-16","10","20"
"http://dbpedia.org/resource/Ana_Jara","http://dbpedia.org/resource/Ana_Jara__1","Prime Minister of Peru","2014-07-22","2015-04-02","-1","-1"
"http://dbpedia.org/resource/Omar_al-Hassi","http://dbpedia.org/resource/Omar_al-Hassi__1","Prime Minister of Libya","2014-09-06","2015-03-31","-1","-1"
"http://dbpedia.org/resource/Nermin_Nikšić","http://dbpedia.org/resource/Nermin_Nikšić__1","Prime Minister of the Federation of Bosnia and Herzegovina","2011-03-17","2015-03-31","20","78"
"http://dbpedia.org/resource/Vjekoslav_Bevanda","http://dbpedia.org/resource/Vjekoslav_Bevanda__2","Prime Minister of Bosnia and Herzegovina","2012-01-12","2015-03-31","50","47"
"http://dbpedia.org/resource/Kwesi_Ahoomey-Zunu","http://dbpedia.org/resource/Kwesi_Ahoomey-Zunu__1","Prime Minister of Togo","2012-07-23","2015-06-10","17","21"
"http://dbpedia.org/resource/Domingos_Simões_Pereira","http://dbpedia.org/resource/Domingos_Simões_Pereira__1","Prime Minister of Guinea-Bissau","2014-07-03","2015-08-20","-1","-1"
"http://dbpedia.org/resource/Mizengo_Pinda","http://dbpedia.org/resource/Mizengo_Pinda__1","Prime Minister of Tanzania","2008-02-09","2015-11-05","41","55"
"http://dbpedia.org/resource/Kaj_Leo_Johannesen","http://dbpedia.org/resource/Kaj_Leo_Johannesen__1","Prime Minister of the Faroe Islands","2008-09-26","2015-09-15","41","71"
"http://dbpedia.org/resource/Ewa_Kopacz","http://dbpedia.org/resource/Ewa_Kopacz__1","Prime Minister of Poland","2014-09-22","2015-11-16","30","62"
"http://dbpedia.org/resource/Premiership_of_Stephen_Harper","http://dbpedia.org/resource/Premiership_of_Stephen_Harper__1","Prime Minister of Canada","2006-02-06","2015-11-04","33","165"
"http://dbpedia.org/resource/Mohamed_Said_Fofana","http://dbpedia.org/resource/Mohamed_Said_Fofana__1","Prime Minister of Guinea","2010-12-24","2015-12-29","21","18"
"http://dbpedia.org/resource/Victor_Ponta","http://dbpedia.org/resource/Victor_Ponta__1","Prime Minister of Romania","2015-07-09","2015-11-05","109","136"
"http://dbpedia.org/resource/Baciro_Djá","http://dbpedia.org/resource/Baciro_Djá__1","Prime Minister of Guinea-Bissau","2015-08-20","2015-09-17","4","9"
"http://dbpedia.org/resource/Abbott_Government","http://dbpedia.org/resource/Abbott_Government__1","Prime Minister of Australia","2013-09-18","2015-09-15","-1","-1"
"http://dbpedia.org/resource/Tatiana_Turanskaya","http://dbpedia.org/resource/Tatiana_Turanskaya__1","Prime Minister of Transnistria","2015-11-30","2015-12-02","-1","-1"
"http://dbpedia.org/resource/Kalzeubet_Pahimi_Deubet","http://dbpedia.org/resource/Kalzeubet_Pahimi_Deubet__1","Prime Minister of Chad","2013-11-21","2016-02-15","-1","-1"
"http://dbpedia.org/resource/Sato_Kilman","http://dbpedia.org/resource/Sato_Kilman__1","Prime Minister of Vanuatu","2015-06-11","2016-02-11","55","48"
"http://dbpedia.org/resource/Evans_Paul","http://dbpedia.org/resource/Evans_Paul__1","Prime Minister of Haiti","2015-01-16","2016-02-26","8","15"
"http://dbpedia.org/resource/Portia_Simpson-Miller","http://dbpedia.org/resource/Portia_Simpson-Miller__3","Prime Minister of Jamaica","2012-01-05","2016-03-03","121","106"
"http://dbpedia.org/resource/Laimdota_Straujuma","http://dbpedia.org/resource/Laimdota_Straujuma__1","Prime Minister of Latvia","2014-01-22","2016-02-11","2","23"
